attachments_json,metadata
"[
 {
  ""type"": ""text"",
  ""content"": "" What is a Gray code?\n#### Option 1\n-------\nA Gray code is a cycle over all bit patterns of a certain length in which consecutive patterns differ in exactly one bit.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nA Gray code is a cycle over all bit patterns of a certain length in which consecutive patterns differ in exactly one bit.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code is a sequence of binary numbers in which each successive number differs from the previous number by only one bit. Gray codes are often used in applications where a digital input or output must be read or written sequentially, such as in counters, shift registers, and digital-to-analog converters.""
 }
]","{
 ""id"": 70
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the purpose of a two-bit Gray code counter?\n#### Option 1\n-------\nA two-bit Gray code counter is a cycle over all bit patterns of a certain length in which consecutive patterns differ in only one bit. This type of counter is typically used to simplify the design of digital logic circuits.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe purpose of a two-bit Gray code counter is to count in Gray code, which is a cycle over all bit patterns of a certain length in which consecutive patterns differ in only one bit.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code counter is a type of digital counter used to generate a Gray code, which is a code where consecutive patterns differ in only one bit. Gray code counters are often used in applications where a digital input must be changed only one bit at a time, such as in rotary encoders.""
 }
]","{
 ""id"": 71
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How does the counter move from one state to the next?\n#### Option 1\n-------\nThe two-bit Gray code counter moves from one state to the next based on the value of the input. If the input is 0, the counter will move to the next state in the sequence. If the input is 1, the counter will move to the previous state in the sequence. The inputs and outputs of the two-bit Gray code counter are the same, with the output being the internal state of the FSM. The next state expressions for the two-bit Gray code counter are S_1^+=S_0 and S_0^+={{S_1}}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe counter moves from one state to the next based on the internal state value S_1S_0 and the output Z_1Z_0, which are always equal for this counter.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe counter moves from one state to the next based on the input signals. The inputs to a counter, if any, are typically limited to functions such as starting and stopping the counter, controlling the counting  direction, and resetting the counter to a particular state.  A fully-specified transition diagram for  a two-bit Gray code counter appears below. With no inputs, the states simply form a loop, with the counter moving from one state to the next each cycle.  Each state in the diagram is marked with the internal state value S_1S_0  (before the ``/'') and the output Z_1Z_0 (after the ``/''), which are  always equal for this counter.  Based on the transition diagram, we can fill in the K-maps for the  next-state values S_1^+ and S_0^+ as shown to the right of the transition diagram, then  derive algebraic expressions in the usual way to obtain S_1^+=S_0 and S_0^+={{S_1}}.  We then use the next-state logic to develop the implementation shown on the far right, completing our first counter design.""
 }
]","{
 ""id"": 72
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the purpose of a Gray code counter?\n#### Option 1\n-------\nThe purpose of a Gray code counter is to simplify the design of the next-state logic by explicitly identifying and making use of common algebraic terms and sub-expressions for different outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe purpose of a Gray code counter is to create a counter that moves from one state to the next each cycle.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code counter is a type of digital counter used to generate a Gray code, which is a type of code used to ensure that only one bit changes between successive states. Gray code counters are often used in applications where it is important to avoid errors when transitioning between states, such as in communication systems or when measuring position.""
 }
]","{
 ""id"": 73
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What are the benefits of using a Gray code counter over a traditional binary counter?\n#### Option 1\n-------\nThere are a few benefits of using a Gray code counter over a traditional binary counter. \n\nFirst, Gray code counters can be more easily implemented in hardware. This is because the state transitions in a Gray code counter are always between adjacent states, which simplifies the logic required to generate the next state. \n\nSecond, Gray code counters are more resistant to errors. This is because, with a Gray code counter, only one bit changes value at a time. This means that if there is an error in one bit, it is less likely to propagate to the other bits. \n\nFinally, Gray code counters are more efficient in terms of power consumption. This is because, with a Gray code counter, only one bit changes value at a time. This means that there are fewer transitions, and thus less power is required.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nGray code counters have the benefit of only changing one bit at a time, which prevents errors when counting.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThere are several benefits of using a Gray code counter over a traditional binary counter. First, Gray code counters are more resistant to errors caused by electrical noise. This is because only one bit changes value at a time in a Gray code counter, whereas in a binary counter, multiple bits may change value simultaneously. This makes Gray code counters more suitable for applications where electrical noise is a concern. Second, Gray code counters are easier to design and implement than binary counters. This is because the logic required to generate a Gray code is simpler than the logic required to generate a binary code. Finally, Gray code counters have the advantage of being self-clocking. This means that they do not require a separate clock signal in order to operate, which can simplify both the design and implementation of a Gray code counter.""
 }
]","{
 ""id"": 74
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What are some of the challenges that come with designing a Gray code counter?\n#### Option 1\n-------\nSome of the challenges that come with designing a Gray code counter include:\n\n1) The need to carefully order the inputs and outputs to simplify understanding of the design.\n\n2) The need to identify and make use of common algebraic terms and sub-expressions to reduce design complexity.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe main challenge is that the next-state logic equations are more complex than for a regular counter.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nGray code counters are digital counters where the output changes by only one bit for each input clock pulse. This is in contrast to traditional digital counters, which can have multiple bits changing at the same time. The main advantage of Gray code counters is that they are more resistant to errors caused by electrical noise. This is because only one bit changes at a time, so the chance of multiple bits changing at the same time and causing an error is much lower.\n\nThere are some challenges that come with designing Gray code counters. One challenge is that the design is more complex than a traditional digital counter. This is because the output has to change by only one bit at a time, which requires extra logic to be added to the design. Another challenge is that Gray code counters are not as widely used as traditional digital counters, so there is less information available to help with the design process.""
 }
]","{
 ""id"": 75
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the value of S_2^+?\n#### Option 1\n-------\nS_2^+ = S_2 S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_2^+ = S_2 S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe value of S_2^+ is the value of S_2 in the next clock cycle, and S_2^+ in an FSM implemented as a digital system is a Boolean expression based on the current state and the inputs.""
 }
]","{
 ""id"": 76
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the value of S_1^+?\n#### Option 1\n-------\nThe value of S_1^+ is {{S_2}} S_0 + S_1 {{S_0}}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_1^+ = {{S_2}} S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe value of S_1^+ is the value of S_1 in the next clock cycle.""
 }
]","{
 ""id"": 77
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the value of S_0^+?\n#### Option 1\n-------\nThe value of S_0^+ is {{S_2}} {{S_1}} + S_2 S_1.\n\nAdding a third bit to a Gray code counter increases design complexity because the equations for the next-state logic become more complex.\n\nIt is important to order the inputs and outputs of a logic diagram so that it is easy to read and check the correctness of the logic.\n\nYou can reduce design complexity by identifying and making use of common algebraic terms and sub-expressions for different outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_0^+ = {{S_2}} {{S_1}} + S_2 S_1""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nAdding a third bit to a Gray code counter increases design complexity because it requires more flip-flops and more logic gates. It is important to order the inputs and outputs of a logic diagram because it makes the design easier to understand and implement. You can reduce design complexity by identifying and making use of common algebraic terms and sub-expressions for different outputs.""
 }
]","{
 ""id"": 78
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the common term for S_2^+ and S_1^+?\n#### Option 1\n-------\nThe common term for S_2^+ and S_1^+ is S_1{{S_0}}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe common term for S_2^+ and S_1^+ is S_1{{S_0}}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe common term for S_2^+ and S_1^+ is \""carry.\""""
 }
]","{
 ""id"": 79
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How many inputs and outputs are in the transition diagram?\n#### Option 1\n-------\nThere are three inputs and three outputs in the transition diagram.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe transition diagram has 3 inputs and 3 outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThere are two inputs and two outputs in the transition diagram.""
 }
]","{
 ""id"": 80
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What does a fully-specified transition diagram look like?\n#### Option 1\n-------\nA fully-specified transition diagram for a three-bit Gray code counter appears to the right.  As before, with no inputs, the states simply form a loop, with the counter moving from one state to the next each cycle.\\n\\nEach state in the diagram is marked with the internal state value S_2S_1S_0 (before ``/'') and the output Z_2Z_1Z_0 (after ``/'').""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nA fully-specified transition diagram has states marked with the internal state value S_2S_1S_0 (before ``/'') and the output Z_2Z_1Z_0 (after ``/'').""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA fully-specified transition diagram is a diagram that shows all of the possible states that a system can be in, as well as all of the possible transitions between those states. The diagram includes both the current state and the next state for each transition.""
 }
]","{
 ""id"": 81
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the purpose of a Gray code counter?\n#### Option 1\n-------\nThe purpose of a Gray code counter is to count in a sequence that minimizes the number of bits that change between successive states. This makes the counter more resistant to errors, since only one bit changes at a time.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe purpose of a Gray code counter is to create a counter that moves from one state to the next each cycle, with each state having a unique value.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code counter is a type of digital counter used to generate a Gray code, which is a type of code used to ensure that only one bit changes at a time when transitioning between successive numbers. Gray code counters are often used in applications where a digital signal must be converted to an analog signal, such as in digital-to-analog converters (DACs).""
 }
]","{
 ""id"": 82
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What are the benefits of using a Gray code counter?\n#### Option 1\n-------\nThere are several benefits to using a Gray code counter over a traditional binary counter. \n\nFirst, Gray code counters are more resistant to errors caused by electrical noise. This is because, with a Gray code counter, only one bit changes value at a time. This means that, if there is a transient error that causes one bit to flip, it will only affect that one bit. In a binary counter, on the other hand, all bits may change value at once, so a transient error could cause multiple bits to flip, leading to a more significant error. \n\nSecond, Gray code counters are more efficient in terms of the number of logic gates required. This is because, with a Gray code counter, only one bit changes value at a time. This means that only one logic gate is required to implement the next-state logic. In a binary counter, on the other hand, all bits may change value at once, so all bits would need their own logic gate, leading to a more complex design. \n\nThird, Gray code counters are more flexible in terms of the order in which states are visited. This is because, with a Gray code counter, only one bit changes value at a time. This means that the order in which states are visited can be controlled by simply changing the order of the bits in the Gray code. In a binary counter, on the other hand, all bits may change value at once, so the order in which states are""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe benefits of using a Gray code counter are that they are easy to design and implement, and they allow for easy identification of common algebraic terms and sub-expressions.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThere are several benefits to using a Gray code counter. First, it is easy to detect when the counter has changed states, since only one bit will change at a time. This can be useful, for example, in applications where an accurate count is important, such as in a system that is keeping track of the number of rotations of a motor. Second, Gray code counters are less likely to produce erroneous counts due to electrical noise or other interference, since only one bit changes at a time. This can be important in applications where a high degree of accuracy is required, such as in a system that is measuring very small changes in position or velocity.""
 }
]","{
 ""id"": 83
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How does a Gray code counter work?\n#### Option 1\n-------\nA Gray code counter is a type of counter that uses a Gray code to produce a sequence of states. \n\nA Gray code is a code in which each successive pair of numbers differ by only one bit. \n\nThe advantage of using a Gray code is that it minimizes the number of transitions between states, which can reduce the amount of power consumption. \n\nA fully-specified transition diagram for such a counter appears to the right.  As before, with no inputs, the states simply form a loop, with the counter moving from one state to the next each cycle. \n\nEach state in the diagram is marked with the internal state value S_2S_1S_0 (before ``/'') and the output Z_2Z_1Z_0 (after ``/''). \n\n\n\nBased on the transition diagram, we can fill in the K-maps for the next-state values S_2^+, S_1^+, and S_0^+ as shown to the right, then derive algebraic expressions.  The results are more complex this time. \n\n\n\nFor our next-state logic, we obtain:\n{eqnarray*}\nS_2^+ &=& S_2 S_0 + S_1 {{S_0}} \nS_1^+ &=& {{S_2}} S_0 + S_1 {{S_0""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nA Gray code counter is a counter that uses a Gray code as the basis for the state sequence.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code counter is a type of digital counter that uses a Gray code to count. The main advantage of using a Gray code is that it minimizes the number of bits that change between successive states, which can be useful when interfacing with other digital devices. \n\nThere are two main types of Gray code counters: binary and Gray. In a binary Gray code counter, the output is a binary number whose bits represent the states of the counter. In a Gray code counter, the output is a Gray code, which is a sequence of binary numbers that differ in only one bit. \n\nThe main difference between a Gray code counter and a binary counter is the way in which the states are represented. In a Gray code counter, the states are represented by a Gray code, which is a sequence of binary numbers that differ in only one bit. In a binary counter, the states are represented by a binary number, which can have multiple bits that change between successive states. \n\nThe advantage of using a Gray code counter is that it minimizes the number of bits that change between successive states, which can be useful when interfacing with other digital devices.""
 }
]","{
 ""id"": 84
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How does this design enable you to reduce the complexity of the algebraic equations for the next-state logic?\n#### Option 1\n-------\nThe design enables you to reduce the complexity of the algebraic equations for the next-state logic by explicitly identifying and making use of common algebraic terms and sub-expressions for different outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThis design allows you to reduce the complexity of the algebraic equations for the next-state logic by explicitly identifying and making use of common algebraic terms and sub-expressions for different outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\n""
 }
]","{
 ""id"": 85
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the importance of ordering the vertical lines carrying the current state values and their inverses back to the next state logic inputs?\n#### Option 1\n-------\nOrdering the vertical lines helps to simplify understanding the diagram. In particular, they are ordered from left to right (on the left side of the figure) as S_0{{S_0}}S_1{{S_1}}S_2{{S_2}}. When designing any logic diagram, be sure to make use of a reasonable order so as to make it easy for someone (including yourself!) to read and check the correctness of the logic.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nOrdering the vertical lines carrying the current state values and their inverses back to the next state logic inputs makes it easy for someone to read and check the correctness of the logic.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe importance of ordering the vertical lines carrying the current state values and their inverses back to the next state logic inputs is that it simplifies understanding the diagram. In particular, it is easier to read and check the correctness of the logic if the lines are ordered from left to right (on the left side of the figure) as {{S_0}}S_0{{S_1}}S_1{{S_2}}S_2.""
 }
]","{
 ""id"": 86
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How would a reasonable order make it easy for someone to read and check the correctness of the logic?\n#### Option 1\n-------\nWhen designing any logic diagram, it is important to use a reasonable order so that it is easy for someone to read and check the correctness of the logic. For example, when designing a counter with three bits, the vertical lines carrying the current state values and their inverses back to the next state logic inputs can be ordered from left to right (on the left side of the figure) as {{S_0}}S_0{{S_1}}S_1{{S_2}}S_2. This order makes it easy to check the correctness of the logic by reading the diagram from left to right.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nA reasonable order would make it easy for someone to read and check the correctness of the logic by organizing the inputs and outputs in a way that is easy to follow.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThere are a few different ways to order the bits in a bit-sliced adder, but a reasonable order would be to start with the least significant bit and move to the left. This is the order that humans typically use when adding two binary numbers, and it makes it easy for someone to read and check the correctness of the logic.""
 }
]","{
 ""id"": 87
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is a Three-Bit Gray Code Counter?\n#### Option 1\n-------\nA Three-Bit Gray Code Counter is a type of digital counter that uses a Gray code to generate its state sequence. \n\nA Gray code is a type of code in which each successive code word differs from the previous code word by only one bit. \n\nThe Three-Bit Gray Code Counter has three bits, which means that it can represent eight different states. \n\nThe Three-Bit Gray Code Counter is a type of digital counter that uses a Gray code to generate its state sequence. A Gray code is a type of code in which each successive code word differs from the previous code word by only one bit. The Three-Bit Gray Code Counter has three bits, which means that it can represent eight different states. \n\nThe Three-Bit Gray Code Counter is a type of digital counter that uses a Gray code to generate its state sequence. A Gray code is a type of code in which each successive code word differs from the previous code word by only one bit. The Three-Bit Gray Code Counter has three bits, which means that it can represent eight different states. \n\nThe Three-Bit Gray Code Counter is a type of digital counter that uses a Gray code to generate its state sequence. A Gray code is a type of code in which each successive code word differs from the previous code word by only one bit. The Three-Bit Gray Code Counter has three bits, which means that it can represent eight different states.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nA digital circuit that goes through all possible three-bit numbers, in a sequence where only one bit changes at a time.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Gray code counter is a type of binary counter where each successive state differs from the previous state in only one bit. A three-bit Gray code counter therefore has eight states, each of which is represented by a three-bit binary number. The states of a three-bit Gray code counter progress as follows: 000, 001, 011, 010, 110, 111, 101, 100.""
 }
]","{
 ""id"": 88
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the purpose of a Three-Bit Gray Code Counter?\n#### Option 1\n-------\nThe purpose of a Three-Bit Gray Code Counter is to count in Gray code, which is a code where each successive value differs by only one bit. This counter is made up of three bits, so it can count from 0 to 7 in Gray code.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe purpose of a Three-Bit Gray Code Counter is to count in binary, while only changing one bit at a time.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Three-Bit Gray Code Counter is a device that produces a sequence of binary numbers in which each successive number differs from the previous number in only one bit. This type of counter is often used in applications where a digital output needs to be converted to an analog signal, such as in a digital-to-analog converter.""
 }
]","{
 ""id"": 89
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How does a Three-Bit Gray Code Counter work?\n#### Option 1\n-------\nA Three-Bit Gray Code Counter works by adding a third bit to the counter and using a Gray code as the basis for the state sequence. \n\nThe counter moves from one state to the next each cycle, with each state being marked with the internal state value S_2S_1S_0 (before \""/\"") and the output Z_2Z_1Z_0 (after \""/\""). \n\nThe next-state values S_2^+, S_1^+, and S_0^+ are filled in based on the transition diagram, and algebraic expressions are derived. \n\nThe common term S_1{{S_0}} becomes a single AND gate in the implementation of the counter. \n\nThe vertical lines carrying the current state values and their inverses back to the next state logic inputs are ordered from left to right (on the left side of the figure) as {{S_0}}S_0{{S_1}}S_1{{S_2}}S_2.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe Three-Bit Gray Code Counter uses a Gray code as the basis for the state sequence, with each state in the diagram marked with the internal state value S_2S_1S_0 (before ``/'') and the output Z_2Z_1Z_0 (after ``/'').""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nA Three-Bit Gray Code Counter is a counter that counts in a Gray code. A Gray code is a code in which consecutive patterns differ in only one bit. A Three-Bit Gray Code Counter has three bits, so it can count up to eight. The Three-Bit Gray Code Counter has a state diagram that shows the sequence of states that the counter goes through. The state diagram is used to fill in the K-maps for the next-state values. The next-state values are then used to derive algebraic expressions for the next-state logic. The next-state logic is used to implement the counter.""
 }
]","{
 ""id"": 90
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""What is the algebraic expression for S_2^+?\n#### Option 1\n-------\nS_2^+ = S_2 S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_2^+ = S_2 S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe algebraic expression for S_2^+ is S_2(S_1S_0).""
 }
]","{
 ""id"": 91
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""What is the algebraic expression for S_1^+?\n#### Option 1\n-------\nThe algebraic expression for S_1^+ is {{S_2}} S_0 + S_1 {{S_0}}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_1^+ = {{S_2}} S_0 + S_1 {{S_0}}""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nS_1^+ = S_1{S_0}+{S_1}S_0 = S_1{S_0}""
 }
]","{
 ""id"": 92
}"
"[
 {
  ""type"": ""text"",
  ""content"": ""What is the algebraic expression for S_0^+?\n#### Option 1\n-------\nThe algebraic expression for S_0^+ is {{S_2}} {{S_1}} + S_2 S_1.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nS_0^+ = S_2S_1 + S_2S_0 + S_1S_0""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe algebraic expression for S_0^+ is S_0.""
 }
]","{
 ""id"": 93
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How does the counter move from one state to the next?\n#### Option 1\n-------\nThe counter moves from one state to the next by cycling through the states. With no inputs, the states simply form a loop, with the counter moving from one state to the next each cycle.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe counter moves from one state to the next each cycle.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe counter moves from one state to the next based on the input from the user. If the user presses the \""halt\"" button, the counter moves to the \""halt\"" state. If the user presses the \""go\"" button, the counter moves to the \""count\"" state.""
 }
]","{
 ""id"": 94
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the purpose of using a Gray code basis for the state sequence?\n#### Option 1\n-------\nThe purpose of using a Gray code basis for the state sequence is to ensure that only one bit changes at a time. This makes the counter more robust and less likely to produce incorrect results.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe Gray code basis is used so that only one bit changes at a time between states.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThere are a few reasons for using a Gray code basis for the state sequence. First, it ensures that only one bit changes at a time, which can be helpful for certain applications. Second, it can make the state sequence easier to detect and correct if errors occur. Finally, it can make the state sequence easier to compress, which can save space in memory.""
 }
]","{
 ""id"": 95
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" Why is it important to order the vertical lines carrying the current state values and their inverses back to the next state logic inputs?\n#### Option 1\n-------\nIt is important to order the vertical lines carrying the current state values and their inverses back to the next state logic inputs in a reasonable way so as to make it easy for someone to read and check the correctness of the logic. For example, in the design above, the lines are ordered from left to right (on the left side of the figure) as {{S_0}}S_0{{S_1}}S_1{{S_2}}S_2. This makes it easy to see which inputs are connected to which outputs.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nIt is important to order the vertical lines carrying the current state values and their inverses back to the next state logic inputs so as to make it easy for someone to read and check the correctness of the logic.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nIt is important to order the vertical lines carrying the current state values and their inverses back to the next state logic inputs in a way that makes it easy for someone to read and check the correctness of the logic. For example, if the lines are ordered from left to right as {{S_0}}S_0{{S_1}}S_1{{S_2}}S_2, then it is easy to see that the logic is correct.""
 }
]","{
 ""id"": 96
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the color mapping for a three-bit RGB encoding system?\n#### Option 1\n-------\nThe color mapping for a three-bit RGB encoding system is as follows:\n\nRGB& color \n000& black\n001& blue\n010& green\n011& cyan\n100& red\n101& violet\n110& yellow\n111& white""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThere are eight colors in a three-bit RGB encoding system.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe color mapping for a three-bit RGB encoding system is a way of representing colors using three bits. The color mapping for such a system is shown to the right. Imagine that you are charged with creating a counter to drive a light through a sequence of colors. The light takes an RGB input as just described, and the desired pattern is {off (black) yellow violet green blue} You immediately recognize that you merely need a counter with five states. How many flip-flops will we need? At least three, since _2 (5)=3. Given that we need three flip-flops, and that the colors we need to produce as outputs are all unique bit patterns, we can again choose to use the counter's internal state directly as our output values. A fully-specified transition diagram for our color sequencer appears to the right. The states again form a loop, and are marked with the internal state value S_2S_1S_0 and the output RGB. As before, we can use the transition diagram to fill in K-maps for the next-state values S_2^+, S_1^+, and S_0^+, as shown to the right. For each of the three states not included in our transition diagram, we have inserted x's into the K-maps to indicate \""don't care.\"" As you know, we can treat each x as either a 0 or a 1, whichever produces better results (where \""""
 }
]","{
 ""id"": 97
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How many flip-flops are needed to create a counter to drive a light through a sequence of colors?\n#### Option 1\n-------\nThree flip-flops are needed to create a counter to drive a light through a sequence of colors.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThree flip-flops are needed.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nAt least three flip-flops are needed to create a counter to drive a light through a sequence of colors. This is because the colors we need to produce as outputs are all unique bit patterns, and we need three flip-flops to store these unique bit patterns.""
 }
]","{
 ""id"": 98
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" What is the desired pattern for the light?\n#### Option 1\n-------\nThe desired pattern for the light is {off (black)     yellow     violet     green     blue}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThe desired pattern is {off (black)     yellow     violet     green     blue}.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nThe desired pattern for the light is a three-bit red-green-blue (RGB) encoding for colors. The color mapping for such a system is shown to the right. Imagine that you are charged with creating a counter to drive a light through a sequence of colors. The light takes an RGB input as just described, and the desired pattern is {off (black) yellow violet green blue} You immediately recognize that you merely need a counter with five states. How many flip-flops will we need? At least three, since _2 (5)=3. Given that we need three flip-flops, and that the colors we need to produce as outputs are all unique bit patterns, we can again choose to use the counter's internal state directly as our output values. A fully-specified transition diagram for our color sequencer appears to the right. The states again form a loop, and are marked with the internal state value S_2S_1S_0 and the output RGB. As before, we can use the transition diagram to fill in K-maps for the next-state values S_2^+, S_1^+, and S_0^+, as shown to the right. For each of the three states not included in our transition diagram, we have inserted x's into the K-maps to indicate \""don't care.\"" As you know, we can treat each x as either a 0 or a 1, whichever produces better results (""
 }
]","{
 ""id"": 99
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" How many flip-flops will we need?\n#### Option 1\n-------\nAt least three, since _2 (5)=3.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nThree flip-flops are needed.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nAt least three, since _2 (5)=3.""
 }
]","{
 ""id"": 100
}"
"[
 {
  ""type"": ""text"",
  ""content"": "" Given that we need three flip-flops, can the counter's internal state directly be used as our output values?\n#### Option 1\n-------\nYes, the counter's internal state can be used as our output values because the colors we need to produce as outputs are all unique bit patterns.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 2\n-------\nYes, because the colors we need to produce as outputs are all unique bit patterns.""
 },
 {
  ""type"": ""text"",
  ""content"": ""#### Option 3\n-------\nYes, the counter's internal state can be used as our output values. This is because all of the colors we need to produce as outputs are unique bit patterns. For example, if we need to produce the color black, we can use the bit pattern 000. Similarly, if we need to produce the color blue, we can use the bit pattern 001.""
 }
]","{
 ""id"": 101
}"
